date,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020/4/28,32.5,32.5,31.03,31.38,32.1,15692200,495120421,3,5.6519,1,-2.243,0
2020/4/29,31.05,31.68,30.32,30.73,31.38,14622972,452894222,3,5.2668,1,-2.0714,0
2020/4/30,30.85,31.27,30.23,31.2,30.73,13023738,403442355,3,4.6908,1,1.5295,0
2020/5/6,30.84,31.46,30.63,31.26,31.2,14309516,444601411,3,5.1539,1,0.1923,0
2020/5/7,31.08,33.18,30.52,32.85,31.26,29615761,949609184,3,10.6668,1,5.0864,0
2020/5/8,32.6,32.7,31.79,31.87,32.85,18447375,590806372,3,6.6443,1,-2.9833,0
2020/5/11,31.95,32.25,31.11,31.61,31.87,13699852,432626503,3,4.9343,1,-0.8158,0
2020/5/12,31.58,32.05,31.15,31.41,31.61,12290748,388719862,3,4.4268,1,-0.6327,0
2020/5/13,31.5,31.78,30.81,31.69,31.41,11726114,367818227,3,4.2234,1,0.8914,0
2020/5/14,31.57,31.57,30.23,30.29,31.69,18555738,569114097,3,6.6833,1,-4.4178,0
2020/5/15,30.28,30.63,30.1,30.42,30.29,8666396,263621232,3,3.1214,1,0.4292,0
2020/5/18,30.24,30.96,29.73,30.55,30.42,10831489,329142403,3,3.9012,1,0.4273,0
2020/5/19,31.16,31.17,30.41,30.61,30.55,8728498,268111626,3,3.1438,1,0.1964,0
2020/5/20,30.6,30.6,29.78,29.85,30.61,11180397,335937368,3,4.0269,1,-2.4828,0
2020/5/21,29.8,30.18,29.21,29.24,29.85,11034048,328026796,3,3.9742,1,-2.0436,0
2020/5/22,29.09,29.68,28.48,28.49,29.24,9668184,279487909,3,3.4822,1,-2.565,0
2020/5/25,28.52,28.91,28.4,28.65,28.49,6184610,177359114,3,2.2275,1,0.5616,0
2020/5/26,28.82,29.59,28.47,29.43,28.65,10627962,309809333,3,3.8279,1,2.7225,0
2020/5/27,29.3,29.48,28.78,28.81,29.43,5705753,165702296,3,2.0551,1,-2.1067,0
2020/5/28,28.7,28.94,28,28.39,28.81,6638834,188666305,3,2.3911,1,-1.4578,0
2020/5/29,28.4,31.23,28.3,31.15,28.39,28517387,863932038,3,10.2712,1,9.7217,0
2020/6/1,33.46,33.46,32.39,32.67,31.15,41664597,1372109171,3,15.0065,1,4.8796,0
2020/6/2,32.05,32.65,31.51,31.67,32.67,22892312,733604241,3,8.2452,1,-3.0609,0
2020/6/3,31.5,32.1,31.23,31.36,31.67,20758687,655305230,3,7.4767,1,-0.9788,0
2020/6/4,31.65,31.82,30.71,31.65,31.36,21013689,657053459,3,7.5686,1,0.9247,0
2020/6/5,31.19,31.44,30.7,30.75,31.65,13176482,407208646,3,4.7458,1,-2.8436,0
2020/6/8,30.7,31.44,30.38,31.08,30.75,14206588,441770370,3,2.5674,1,1.0732,0
2020/6/9,31.08,33.29,30.9,32.94,31.08,30176465,978944547,3,5.4534,1,5.9846,0
2020/6/10,32.84,32.99,32.13,32.32,32.94,15813660,512792738,3,2.8578,1,-1.8822,0
2020/6/11,32.48,32.64,31.87,32.15,32.32,14071516,453416044,3,2.543,1,-0.526,0
2020/6/12,31.86,33.39,31.15,33.3,32.15,27810199,911477512,3,5.0258,1,3.577,0
2020/6/15,34.56,34.89,33.04,33.54,33.3,28944835,977374234,3,5.2309,1,0.7207,0
2020/6/16,33.29,33.58,32.8,33.26,33.54,16587550,550086981,3,2.9977,1,-0.8348,0
2020/6/17,36.59,36.59,36.59,36.59,33.26,6160477,225411853,3,1.1133,1,10.012,0
2020/6/18,40.25,40.25,38.13,40.25,36.59,92834176,3680842200,3,16.7769,1,10.0027,0
2020/6/19,38.8,39.59,36.6,38.58,39.61,49726389,1907629143,3,8.9865,1,-2.6004,0
2020/6/22,38.59,42.33,37.22,40.93,38.58,52339172,2048402006,3,9.4587,1,6.0912,0
2020/6/23,40,45.02,39.73,45.02,40.93,60028300,2613004626,3,10.8482,1,9.9927,0
2020/6/24,46.13,49.52,46.13,49.52,45.02,75801253,3703411852,3,13.6987,1,9.9956,0
